year,month,state,district,fps_id,fps_name,summary_total_etransaction,summary_aadhaar_authenticated,summary_other_mode_authenticated,summary_non_authenticated,txn_phh_regular,txn_phh_intra_state,txn_phh_inter_state,txn_phh_total,txn_aay_regular,txn_aay_intra_state,txn_aay_inter_state,txn_aay_total,rc_phh_regular,rc_phh_intra_state,rc_phh_inter_state,rc_phh_total,rc_aay_regular,rc_aay_intra_state,rc_aay_inter_state,rc_aay_total,dty_wheat_regular,dty_wheat_intra_state,dty_wheat_inter_state,dty_wheat_total,dty_fortified_rice_regular,dty_fortified_rice_intra_state,dty_fortified_rice_inter_state,dty_fortified_rice_total,dty_rice_regular,dty_rice_intra_state,dty_rice_inter_state,dty_rice_total,dty_coarse_grains_regular,dty_coarse_grains_intra_state,dty_coarse_grains_inter_state,dty_coarse_grains_total,dty_barley_regular,dty_barley_intra_state,dty_barley_inter_state,dty_barley_total,dty_bajra_regular,dty_bajra_intra_state,dty_bajra_inter_state,dty_bajra_total,dty_maize_regular,dty_maize_intra_state,dty_maize_inter_state,dty_maize_total,dty_jowar_regular,dty_jowar_intra_state,dty_jowar_inter_state,dty_jowar_total,dty_ragi_regular,dty_ragi_intra_state,dty_ragi_inter_state,dty_ragi_total,dty_kodo_regular,dty_kodo_intra_state,dty_kodo_inter_state,dty_kodo_total,dty_total_regular,dty_total_intra_state,dty_total_inter_state,dty_total_total
2026,March,GOA,NORTH GOA,158500100001,SMT.SANNA SANJAY PADTE-83 FPS,143,143,0,0,143,0,0,143,0,0,0,0,143,0,0,143,0,0,0,0,0,0,0,0.0,3,0,0,3.0,3000,0,0,3000.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3000,0,0,3000.0
2026,March,GOA,NORTH GOA,158500100002,M/S P S KAREKAR-26 FPS,279,279,0,0,169,70,9,248,27,2,2,31,169,70,9,248,27,2,2,31,0,0,0,0.0,3.89,1.3,0.21,5.4,3890,1300,235,5425.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3890,1300,235,5425.0
2026,March,GOA,NORTH GOA,158500100005,ARPORA NAGOA V K S S STY LTD-39 FPS,384,384,0,0,330,4,21,355,19,0,10,29,330,4,21,355,19,0,10,29,0,0,0,0.0,6.655,0.06,0.77,7.485,6655,60,770,7485.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6655,60,770,7485.0
2026,March,GOA,NORTH GOA,158500100006,ASHOK P SHIRODKAR-103 FPS,28,28,0,0,27,0,0,27,1,0,0,1,27,0,0,27,1,0,0,1,0,0,0,0.0,0.49,0,0,0.49,490,0,0,490.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,490,0,0,490.0
2026,March,GOA,NORTH GOA,158500100007,ASHOK G DHARGALKAR-94 FPS,445,445,0,0,424,4,17,445,0,0,0,0,424,4,17,445,0,0,0,0,0,0,0,0.0,7.84,0.055,0.345,8.24,7840,55,345,8240.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7840,55,345,8240.0
2026,March,GOA,NORTH GOA,158500100008,SANTOSH NAGESH PRABHU-74 FPS,142,142,0,0,135,0,0,135,7,0,0,7,135,0,0,135,7,0,0,7,0,0,0,0.0,2.44,0,0,2.44,2440,0,0,2440.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2440,0,0,2440.0
2026,March,GOA,NORTH GOA,158500100009,THE MAPUSA CONSUMER COOP STY-1& 2 FPS,507,507,0,0,464,6,7,477,29,0,1,30,464,6,7,477,29,0,1,30,0,0,0,0.0,10.525,0.125,0.14,10.79,10525,125,140,10790.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,10525,125,140,10790.0
2026,March,GOA,NORTH GOA,158500100011,SUBHASH DHARGALKAR-62 FPS,615,615,0,0,573,0,25,598,12,0,5,17,573,0,25,598,12,0,5,17,0,0,0,0.0,11.815,0,0.685,12.5,11815,0,685,12500.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,11815,0,685,12500.0
2026,March,GOA,NORTH GOA,158500100012,SAYUKTA B. KESARKAR-105 FPS,117,117,0,0,101,11,0,112,5,0,0,5,101,11,0,112,5,0,0,5,0,0,0,0.0,2.12,0.12,0,2.24,2120,120,0,2240.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2120,120,0,2240.0
2026,March,GOA,NORTH GOA,158500100013,PANDURANG V GOVEKAR-85 FPS,95,95,0,0,52,0,4,56,39,0,0,39,52,0,4,56,39,0,0,39,0,0,0,0.0,2.335,0,0.085,2.42,2335,0,85,2420.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2335,0,85,2420.0
2026,March,GOA,NORTH GOA,158500100014,PRADEEP P MISHAL-77 FPS,88,88,0,0,74,7,0,81,7,0,0,7,74,7,0,81,7,0,0,7,0,0,0,0.0,1.625,0.135,0,1.76,1625,135,0,1760.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1625,135,0,1760.0
2026,March,GOA,NORTH GOA,158500100015,GOKULDAS FAIR PRICE SHOP-111 FPS,98,98,0,0,90,1,0,91,7,0,0,7,90,1,0,91,7,0,0,7,0,0,0,0.0,1.835,0.01,0,1.845,1835,10,0,1845.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1835,10,0,1845.0
2026,March,GOA,NORTH GOA,158500100016,VIMAL R AZGAONKAR-67 FPS,126,126,0,0,121,0,0,121,5,0,0,5,121,0,0,121,5,0,0,5,0,0,0,0.0,2.315,0,0,2.315,2315,0,0,2315.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2315,0,0,2315.0
2026,March,GOA,NORTH GOA,158500100017,RANJANA C NAIK-109 FPS,216,216,0,0,168,0,16,184,28,0,4,32,168,0,16,184,28,0,4,32,0,0,0,0.0,4.245,0,0.508,4.753,4245,0,508,4753.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4245,0,508,4753.0
2026,March,GOA,NORTH GOA,158500100019,Dhond Shop-57 FPS,345,345,0,0,339,1,0,340,5,0,0,5,339,1,0,340,5,0,0,5,0,0,0,0.0,6.315,0.01,0,6.325,6315,10,0,6325.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6315,10,0,6325.0
2026,March,GOA,NORTH GOA,158500100020,M/S PANDHARI PANGAM-51 FPS,294,294,0,0,256,7,19,282,8,0,4,12,256,7,19,282,8,0,4,12,0,0,0,0.0,4.77,0.14,0.47,5.38,4770,140,470,5380.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4770,140,470,5380.0
2026,March,GOA,NORTH GOA,158500100021,SADANAND S LOTLIKAR-32 FPS,211,211,0,0,181,2,11,194,13,0,4,17,181,2,11,194,13,0,4,17,0,0,0,0.0,3.91,0.03,0.35,4.29,3910,30,350,4290.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3910,30,350,4290.0
2026,March,GOA,NORTH GOA,158500100022,SURESH P SAWANT-91 FPS,96,96,0,0,87,0,0,87,9,0,0,9,87,0,0,87,9,0,0,9,0,0,0,0.0,1.905,0,0,1.905,1905,0,0,1905.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1905,0,0,1905.0
2026,March,GOA,NORTH GOA,158500100023,DAYANAND KENKRE-33 FPS,249,249,0,0,224,6,10,240,9,0,0,9,224,6,10,240,9,0,0,9,0,0,0,0.0,4.79,0.115,0.19,5.095,4790,115,190,5095.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4790,115,190,5095.0
2026,March,GOA,NORTH GOA,158500100024,DEEPAK ATCHUT NAIK-101 FPS,114,114,0,0,87,4,21,112,0,0,2,2,87,4,21,112,0,0,2,2,0,0,0,0.0,1.68,0.09,0.51,2.28,1680,90,510,2280.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1680,90,510,2280.0
2026,March,GOA,NORTH GOA,158500100025,SHRIKRISHNA POKHRE-116 FPS,256,256,0,0,231,0,12,243,11,0,2,13,231,0,12,243,11,0,2,13,0,0,0,0.0,4.765,0,0.285,5.05,4765,0,285,5050.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4765,0,285,5050.0
2026,March,GOA,NORTH GOA,158500100026,DAYANAND S GADEKAR-110 FPS,82,82,0,0,80,0,1,81,1,0,0,1,80,0,1,81,1,0,0,1,0,0,0,0.0,1.305,0,0.005,1.31,1305,0,5,1310.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1305,0,5,1310.0
2026,March,GOA,NORTH GOA,158500100027,HIRABAI TRIVIKRAM JOSHI-53 FPS,312,312,0,0,213,77,0,290,19,3,0,22,213,77,0,290,19,3,0,22,0,0,0,0.0,4.525,1.4,0,5.925,4525,1400,0,5925.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4525,1400,0,5925.0
2026,March,GOA,NORTH GOA,158500100028,PURSHOTTAM A BANDODKAR-59 FPS,151,151,0,0,146,0,0,146,5,0,0,5,146,0,0,146,5,0,0,5,0,0,0,0.0,2.575,0,0,2.575,2575,0,0,2575.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2575,0,0,2575.0
2026,March,GOA,NORTH GOA,158500100029,NARLISO LOBO-58 FPS,152,152,0,0,132,2,0,134,18,0,0,18,132,2,0,134,18,0,0,18,0,0,0,0.0,3.09,0.03,0,3.12,3090,30,0,3120.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3090,30,0,3120.0
2026,March,GOA,NORTH GOA,158500100030,SUNITA V UMBRAXAR-100 FPS,334,334,0,0,326,0,0,326,8,0,0,8,326,0,0,326,8,0,0,8,0,0,0,0.0,6.575,0,0,6.575,6575,0,0,6575.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6575,0,0,6575.0
2026,March,GOA,NORTH GOA,158500100031,YOGESHWAR GANPAT TAMONKAR-49 FPS,301,301,0,0,261,12,14,287,13,0,1,14,261,12,14,287,13,0,1,14,0,0,0,0.0,4.875,0.205,0.34,5.42,4875,205,340,5420.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4875,205,340,5420.0
2026,March,GOA,NORTH GOA,158500100032,CHANDRASHEKHAR Y MORE-102 FPS,128,128,0,0,61,2,10,73,51,1,3,55,60,2,10,72,51,1,3,55,0,0,0,0.0,3.045,0.065,0.285,3.395,3045,65,285,3395.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3045,65,285,3395.0
2026,March,GOA,NORTH GOA,158500100033,RAMESH G TAMANKAR-64 FPS,333,333,0,0,299,10,0,309,24,0,0,24,298,10,0,308,24,0,0,24,0,0,0,0.0,6.8,0.18,0,6.98,6800,180,0,6980.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6800,180,0,6980.0
2026,March,GOA,NORTH GOA,158500100034,SUNITA KASKAR-95 FPS,21,21,0,0,17,2,0,19,1,1,0,2,17,2,0,19,1,1,0,2,0,0,0,0.0,0.33,0.065,0,0.395,330,65,0,395.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,330,65,0,395.0
2026,March,GOA,NORTH GOA,158500100035,GUIRIM SANGOLDA M.P. CO-OP SERVICE SOCIETY LTD-15 FPS,250,250,0,0,230,2,0,232,17,0,1,18,230,2,0,232,17,0,1,18,0,0,0,0.0,5.16,0.045,0.035,5.24,5160,45,35,5240.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5160,45,35,5240.0
2026,March,GOA,NORTH GOA,158500100036,GUIRIM SANGOLDA M.P.CO-OP SERVICE SOCIETY LTD-13 FPS,140,140,0,0,118,4,10,132,8,0,0,8,118,4,10,132,8,0,0,8,0,0,0,0.0,2.495,0.06,0.22,2.775,2495,60,220,2775.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2495,60,220,2775.0
2026,March,GOA,NORTH GOA,158500100037,GUIRIM SANGOLDA M.P. CO-OP SERVICE SOCIETY LTD-14 FPS,185,185,0,0,149,1,2,152,32,0,1,33,149,1,2,152,32,0,1,33,0,0,0,0.0,3.885,0.02,0.075,3.98,3885,20,75,3980.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3885,20,75,3980.0
2026,March,GOA,NORTH GOA,158500100038,POROB FAIR PRICE SHOP-40 FPS,119,119,0,0,51,68,0,119,0,0,0,0,51,68,0,119,0,0,0,0,0,0,0,0.0,0.98,1.23,0,2.21,980,1230,0,2210.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,980,1230,0,2210.0
2026,March,GOA,NORTH GOA,158500100039,SUMATI C KALANGUTKAR-79 FPS,130,130,0,0,51,3,0,54,71,5,0,76,51,3,0,54,71,5,0,76,0,0,0,0.0,3.41,0.24,0,3.65,3410,240,0,3650.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3410,240,0,3650.0
2026,March,GOA,NORTH GOA,158500100040,SHRI DEVANAND V SHIRODKAR-108 FPS,147,147,0,0,89,58,0,147,0,0,0,0,89,58,0,147,0,0,0,0,0,0,0,0.0,1.64,0.985,0,2.625,1640,985,0,2625.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1640,985,0,2625.0
2026,March,GOA,NORTH GOA,158500100041,SHANKER .V. PRABHU KHORJUNVKAR-88 FPS,113,113,0,0,101,6,0,107,6,0,0,6,101,6,0,107,6,0,0,6,0,0,0,0.0,2,0.14,0,2.14,2000,140,0,2140.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2000,140,0,2140.0
2026,March,GOA,NORTH GOA,158500100042,BHAGIRATHI-117 FPS,343,343,0,0,334,6,0,340,3,0,0,3,334,6,0,340,3,0,0,3,0,0,0,0.0,6.145,0.075,0,6.22,6145,75,0,6220.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6145,75,0,6220.0
2026,March,GOA,NORTH GOA,158500100043,DULER V.K.S SOCIETY-6 FPS,357,357,0,0,237,10,103,350,4,0,3,7,237,10,102,349,4,0,3,7,0,0,0,0.0,4.66,0.225,2.237,7.122,4660,225,2237,7122.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4660,225,2237,7122.0
2026,March,GOA,NORTH GOA,158500100044,PRAFULLA P. KANDOLKAR-45 FPS,146,146,0,0,79,3,0,82,60,4,0,64,79,3,0,82,60,4,0,64,0,0,0,0.0,3.57,0.19,0,3.76,3570,190,0,3760.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3570,190,0,3760.0
2026,March,GOA,NORTH GOA,158500100046,SANGEETA FAIR PRICE SHOP-114 FPS,42,42,0,0,41,1,0,42,0,0,0,0,41,1,0,42,0,0,0,0,0,0,0,0.0,0.675,0.005,0,0.68,675,5,0,680.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,675,5,0,680.0
2026,March,GOA,NORTH GOA,158500100047,ALINI A BHONSLE-47 FPS,198,198,0,0,141,0,22,163,29,1,5,35,141,0,22,163,29,1,5,35,0,0,0,0.0,4.07,0.035,0.585,4.69,4070,35,585,4690.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4070,35,585,4690.0
2026,March,GOA,NORTH GOA,158500100048,PRAKASH M COULEKAR-75 FPS,313,313,0,0,303,1,0,304,9,0,0,9,303,1,0,304,9,0,0,9,0,0,0,0.0,5.875,0.005,0,5.88,5875,5,0,5880.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5875,5,0,5880.0
2026,March,GOA,NORTH GOA,158500100049,ROHIDAS G PARAB-99 FPS,126,126,0,0,98,0,0,98,28,0,0,28,98,0,0,98,28,0,0,28,0,0,0,0.0,2.71,0,0,2.71,2710,0,0,2710.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2710,0,0,2710.0
2026,March,GOA,NORTH GOA,158500100050,SHANTA TRIVIKRM JOSHI-90 FPS,80,80,0,0,4,70,0,74,3,3,0,6,4,70,0,74,3,3,0,6,0,0,0,0.0,0.18,1.325,0,1.505,180,1325,0,1505.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,180,1325,0,1505.0
2026,March,GOA,NORTH GOA,158500100051,SMT. SUJATA V. NAIK-19 FPS,123,123,0,0,110,0,0,110,13,0,0,13,110,0,0,110,13,0,0,13,0,0,0,0.0,2.64,0,0,2.64,2640,0,0,2640.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2640,0,0,2640.0
2026,March,GOA,NORTH GOA,158500100054,GAJANAN K PRABHU-46 FPS,140,140,0,0,112,8,1,121,19,0,0,19,112,8,1,121,19,0,0,19,0,0,0,0.0,2.72,0.16,0.01,2.89,2720,160,10,2890.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2720,160,10,2890.0
2026,March,GOA,NORTH GOA,158500100055,SANGEETA S PRABHU-80 FPS,108,108,0,0,91,3,9,103,5,0,0,5,91,3,9,103,5,0,0,5,0,0,0,0.0,1.865,0.045,0.185,2.095,1865,45,185,2095.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1865,45,185,2095.0
2026,March,GOA,NORTH GOA,158500100056,KASHINATH S SAWAL-61 FPS,198,198,0,0,172,2,23,197,0,0,1,1,172,2,23,197,0,0,1,1,0,0,0,0.0,3.265,0.035,0.447,3.747,3265,35,447,3747.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3265,35,447,3747.0
2026,March,GOA,NORTH GOA,158500100317,RAMTIRTH NAGVEKAR-29 FPS,224,224,0,0,191,4,6,201,20,0,3,23,182,3,6,191,20,0,3,23,0,0,0,0.0,4,0.045,0.231,4.276,4000,45,231,4276.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4000,45,231,4276.0
2026,March,GOA,NORTH GOA,158500100318,VITHAL C THALI-4 FPS,291,291,0,0,267,5,7,279,11,0,1,12,267,5,7,279,11,0,1,12,0,0,0,0.0,5.775,0.07,0.185,6.03,5775,70,185,6030.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5775,70,185,6030.0
2026,March,GOA,NORTH GOA,158500100319,DHARMA G TAMANKAR-52 FPS,192,192,0,0,158,8,9,175,16,0,1,17,158,8,9,175,16,0,1,17,0,0,0,0.0,3.25,0.135,0.178,3.563,3250,135,178,3563.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3250,135,178,3563.0
2026,March,GOA,NORTH GOA,158500100320,SHRIKANT U NAIK-50 FPS,289,289,0,0,262,4,0,266,23,0,0,23,262,4,0,266,23,0,0,23,0,0,0,0.0,5.505,0.055,0,5.56,5505,55,0,5560.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5505,55,0,5560.0
2026,March,GOA,NORTH GOA,158500100321,BASTORA UCASAIM STY-17 FPS,573,573,0,0,520,3,5,528,45,0,0,45,520,3,5,528,45,0,0,45,0,0,0,0.0,11.095,0.03,0.09,11.215,11095,30,90,11215.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,11095,30,90,11215.0
2026,March,GOA,NORTH GOA,158500100323,REGINALD B LOBO-107 FPS,105,105,0,0,98,2,2,102,2,0,1,3,98,2,2,102,2,0,1,3,0,0,0,0.0,2.14,0.04,0.06,2.24,2140,40,60,2240.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2140,40,60,2240.0
2026,March,GOA,NORTH GOA,158500100324,PRATIMA N VARKHANDKAR-113 FPS,208,208,0,0,207,1,0,208,0,0,0,0,205,1,0,206,0,0,0,0,0,0,0,0.0,3.51,0.005,0,3.515,3510,5,0,3515.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3510,5,0,3515.0
2026,March,GOA,NORTH GOA,158500100325,ANAND D KAMAT-48 FPS,92,92,0,0,78,2,0,80,12,0,0,12,78,2,0,80,12,0,0,12,0,0,0,0.0,1.875,0.055,0,1.93,1875,55,0,1930.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1875,55,0,1930.0
2026,March,GOA,NORTH GOA,158500100326,SHRI SOMNATH V HALARNKAR,212,212,0,0,207,0,0,207,5,0,0,5,206,0,0,206,5,0,0,5,0,0,0,0.0,3.87,0,0,3.87,3870,0,0,3870.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3870,0,0,3870.0
2026,March,GOA,NORTH GOA,158500100327,VISHWANATH VOLVAIKAR-69 FPS,30,30,0,0,30,0,0,30,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0.0,0.685,0,0,0.685,685,0,0,685.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,685,0,0,685.0
2026,March,GOA,NORTH GOA,158500100328,AMIT CHODANKAR-112 FPS,162,162,0,0,61,97,0,158,1,3,0,4,61,97,0,158,1,3,0,4,0,0,0,0.0,1.115,1.875,0,2.99,1115,1875,0,2990.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1115,1875,0,2990.0
2026,March,GOA,NORTH GOA,158500100329,N.D.KAMBLI-71 FPS,240,240,0,0,226,0,0,226,14,0,0,14,226,0,0,226,14,0,0,14,0,0,0,0.0,4.51,0,0,4.51,4510,0,0,4510.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4510,0,0,4510.0
2026,March,GOA,NORTH GOA,158500100330,AGNELO LOBO-78 FPS,211,211,0,0,194,1,1,196,15,0,0,15,194,1,1,196,15,0,0,15,0,0,0,0.0,4.465,0.015,0.02,4.5,4465,15,20,4500.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4465,15,20,4500.0
2026,March,GOA,NORTH GOA,158500100331,SHAILA B VAIGANKAR-72 FPS,22,22,0,0,5,11,0,16,6,0,0,6,5,11,0,16,6,0,0,6,0,0,0,0.0,0.32,0.185,0,0.505,320,185,0,505.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,320,185,0,505.0
2026,March,GOA,NORTH GOA,158500100333,Shaliesh S. Mahambrey -93 FPS,111,111,0,0,40,0,52,92,2,0,17,19,40,0,52,92,2,0,17,19,0,0,0,0.0,0.825,0,1.53,2.355,825,0,1530,2355.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,825,0,1530,2355.0
2026,March,GOA,NORTH GOA,158500100334,NETAJI R DHARGALKAR-97 FPS,153,153,0,0,147,0,0,147,6,0,0,6,147,0,0,147,6,0,0,6,0,0,0,0.0,3.015,0,0,3.015,3015,0,0,3015.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3015,0,0,3015.0
